lat	lon	title	description	icon	iconsize	iconoffset
51.464138	-0.036417	The Brockley Barge	Not Visited	no_visit.png	24,24	0,0
51.439147	-0.054792	The Capitol	Not Visited	no_visit.png	24,24	0,0
51.503871	-0.219395	The Central Bar	Not Visited	no_visit.png	24,24	0,0
51.393521	-0.303705	The Coronation Hall	Not Visited	no_visit.png	24,24	0,0
51.555514	-0.115776	The Coronet	Not Visited	no_visit.png	24,24	0,0
51.512724	-0.084657	The Crosse Keys	Not Visited	no_visit.png	24,24	0,0
51.444991	-0.124842	The Crown & Sceptre	Not Visited	no_visit.png	24,24	0,0
51.574922	-0.013721	The Drum	Not Visited	no_visit.png	24,24	0,0
51.455459	0.0117360	The Edmund Halley	Not Visited	no_visit.png	24,24	0,0
51.409750	-0.228750	The Edward Rayne	Not Visited	no_visit.png	24,24	0,0
51.464865	-0.090020	The Fox on the Hill	Not Visited	no_visit.png	24,24	0,0
51.339382	-0.117581	The Foxley Hatch	Not Visited	no_visit.png	24,24	0,0
51.456605	0.1476730	The Furze Wren	Not Visited	no_visit.png	24,24	0,0
51.481489	-0.011132	The Gate Clock	Not Visited	no_visit.png	24,24	0,0
51.374050	-0.098439	The George	Not Visited	no_visit.png	24,24	0,0
51.575947	0.0281730	The George	Not Visited	no_visit.png	24,24	0,0
51.547785	-0.480843	The Good Yarn	Not Visited	no_visit.png	24,24	0,0
51.489975	0.0669170	The Great Harry	Not Visited	no_visit.png	24,24	0,0
51.5530199	-0.3514265	The Greenwood Hotel	Not Visited	no_visit.png	24,24	0,0
51.406371	0.0132330	The Greyhound	Not Visited	no_visit.png	24,24	0,0
51.522195	-0.045316	The Half Moon	Not Visited	no_visit.png	24,24	0,0
51.377844	0.1011170	The Harvest Moon	Not Visited	no_visit.png	24,24	0,0
51.430174	-0.129823	The Holland Tringham	Not Visited	no_visit.png	24,24	0,0
51.545812	0.0260250	The Hudson Bay	Not Visited	no_visit.png	24,24	0,0
51.540874	-0.145664	The Ice Wharf	Not Visited	no_visit.png	24,24	0,0
51.473549	-0.070012	The Kentish Drovers	Not Visited	no_visit.png	24,24	0,0
51.616348	-0.017282	The King’s Ford	Not Visited	no_visit.png	24,24	0,0
51.411467	-0.300592	The Kings Tun	Not Visited	no_visit.png	24,24	0,0
51.515259	-0.111949	The Knights Templar	Not Visited	no_visit.png	24,24	0,0
51.507563	-0.024544	The Ledger Building	Not Visited	no_visit.png	24,24	0,0
51.509695	-0.078563	The Liberty Bounds	Not Visited	no_visit.png	24,24	0,0
51.447015	-0.018347	The London & Rye	Not Visited	no_visit.png	24,24	0,0
51.506494	-0.127400	The Lord Moon of the Mall	Not Visited	no_visit.png	24,24	0,0
51.525198	-0.090642	The Masque Haunt	Not Visited	no_visit.png	24,24	0,0
51.522517	-0.156875	The Metropolitan Bar	Not Visited	no_visit.png	24,24	0,0
51.373056	-0.100647	The Milan Bar	Not Visited	no_visit.png	24,24	0,0
51.533437	0.0563490	The Miller’s Well	Not Visited	no_visit.png	24,24	0,0
51.514053	-0.129740	The Montagu Pyke	Not Visited	no_visit.png	24,24	0,0
51.412746	-0.050885	The Moon & Stars	Not Visited	no_visit.png	24,24	0,0
51.608306	-0.372714	The Moon and Sixpence	Not Visited	no_visit.png	24,24	0,0
51.575719	0.1831460	The Moon and Stars	Not Visited	no_visit.png	24,24	0,0
51.579376	-0.334160	The Moon on the Hill	Not Visited	no_visit.png	24,24	0,0
51.361894	-0.193255	The Moon on the Hill	Not Visited	no_visit.png	24,24	0,0
51.446360	-0.410089	The Moon on the Square	Not Visited	no_visit.png	24,24	0,0
51.587353	-0.251046	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
51.467084	-0.369405	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
51.407097	-0.121380	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
51.510266	-0.129424	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
51.590873	-0.141640	The Mossy Well	Not Visited	no_visit.png	24,24	0,0
51.462947	0.1039090	The New Cross Turnpike	Not Visited	no_visit.png	24,24	0,0
51.633315	-0.130591	The New Crown	Not Visited	no_visit.png	24,24	0,0
51.587241	-0.304294	The New Moon	Not Visited	no_visit.png	24,24	0,0
51.372466	-0.226121	The Nonsuch Inn	Not Visited	no_visit.png	24,24	0,0
51.492665	-0.231469	The Plough & Harrow	Not Visited	no_visit.png	24,24	0,0
51.502366	-0.077334	The Pommelers Rest	Not Visited	no_visit.png	24,24	0,0
51.418388	-0.082318	The Postal Order	Not Visited	no_visit.png	24,24	0,0
51.650381	-0.173009	The Railway Bell	Not Visited	no_visit.png	24,24	0,0
51.508265	-0.276566	The Red Lion & Pineapple	Not Visited	no_visit.png	24,24	0,0
51.399671	0.0167440	The Richmal Crompton	Not Visited	no_visit.png	24,24	0,0
51.560960	-0.073976	The Rochester Castle	Not Visited	no_visit.png	24,24	0,0
51.465604	-0.212939	The Rocket	Not Visited	no_visit.png	24,24	0,0
51.496082	-0.099727	The Rockingham Arms	Not Visited	no_visit.png	24,24	0,0
51.511362	-0.090251	The Sir John Hawkshaw	Not Visited	no_visit.png	24,24	0,0
51.519816	-0.105882	The Sir John Oldcastle	Not Visited	no_visit.png	24,24	0,0
51.343446	-0.062519	The Sir Julian Huxley	Not Visited	no_visit.png	24,24	0,0
51.513603	-0.298768	The Sir Michael Balcon	Not Visited	no_visit.png	24,24	0,0
51.366156	-0.099199	The Skylark	Not Visited	no_visit.png	24,24	0,0
51.389326	0.0721380	The Sovereign of the Seas	Not Visited	no_visit.png	24,24	0,0
51.493054	-0.046590	The Surrey Docks	Not Visited	no_visit.png	24,24	0,0
51.426161	0.1035130	The Tailor’s Chalk	Not Visited	no_visit.png	24,24	0,0
51.564449	-0.444724	The Tichenham Inn	Not Visited	no_visit.png	24,24	0,0
51.589952	-0.105232	The Toll Gate	Not Visited	no_visit.png	24,24	0,0
51.576899	-0.370988	The Village Inn	Not Visited	no_visit.png	24,24	0,0
51.569790	0.0128790	The Walnut Tree	Not Visited	no_visit.png	24,24	0,0
51.459945	-0.011640	The Watch House	Not Visited	no_visit.png	24,24	0,0
51.398867	-0.255329	The Watchman	Not Visited	no_visit.png	24,24	0,0
51.360066	-0.149607	The Whispering Moon	Not Visited	no_visit.png	24,24	0,0
51.545739	-0.103411	The White Swan	Not Visited	no_visit.png	24,24	0,0
51.419166	-0.202661	The Wibbas Down Inn	Not Visited	no_visit.png	24,24	0,0
51.493014	-0.225152	The William Morris	Not Visited	no_visit.png	24,24	0,0
51.447591	-0.328530	The William Webb Ellis	Not Visited	no_visit.png	24,24	0,0
51.495025	-0.142530	The Willow Walk	Not Visited	no_visit.png	24,24	0,0
51.575901	0.1825440	The World’s Inn	Not Visited	no_visit.png	24,24	0,0
51.457745	0.1374470	The Wrong ’Un	Not Visited	no_visit.png	24,24	0,0
51.495295	-0.144408	Wetherspoons	Not Visited	no_visit.png	24,24	0,0
53.468675	-2.361100	Castle in the Air	Not Visited	no_visit.png	24,24	0,0
53.466179	-2.349005	The Mardi Gras	Not Visited	no_visit.png	24,24	0,0
53.483229	-2.334663	The Eccles Cross	Not Visited	no_visit.png	24,24	0,0
53.593732	-2.221360	The Edwin Waugh	Not Visited	no_visit.png	24,24	0,0
53.458084	-2.226697	The Ford Madox Brown	Not Visited	no_visit.png	24,24	0,0
53.441010	-2.219303	The Great Central	Not Visited	no_visit.png	24,24	0,0
53.550159	-2.198051	The Harbord Harbord	Not Visited	no_visit.png	24,24	0,0
53.424075	-2.317552	The J. P. Joule	Not Visited	no_visit.png	24,24	0,0
53.482745	-2.246910	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
53.476453	-2.242548	The Paramount	Not Visited	no_visit.png	24,24	0,0
53.593776	-2.297915	The Robert Peel	Not Visited	no_visit.png	24,24	0,0
53.444237	-2.278640	The Sedge Lynn	Not Visited	no_visit.png	24,24	0,0
53.485030	-2.240040	The Seven Stars	Not Visited	no_visit.png	24,24	0,0
53.448212	-2.357196	The Tim Bobbin	Not Visited	no_visit.png	24,24	0,0
53.542231	-2.112833	The Up Steps Inn	Not Visited	no_visit.png	24,24	0,0
53.479171	-2.243099	The Waterhouse	Not Visited	no_visit.png	24,24	0,0
53.481224	-2.235089	Wetherspoons	Not Visited	no_visit.png	24,24	0,0
53.392477	-3.177064	Hoylake Lights	Not Visited	no_visit.png	24,24	0,0
53.413375	-2.840059	The Barker’s Brewery	Not Visited	no_visit.png	24,24	0,0
53.392383	-3.018088	The Brass Balance	Not Visited	no_visit.png	24,24	0,0
53.396820	-2.896656	The Childwall Fiveways Hotel	Not Visited	no_visit.png	24,24	0,0
53.419728	-3.047125	The Clairville	Not Visited	no_visit.png	24,24	0,0
53.372818	-3.182447	The Dee Hotel	Not Visited	no_visit.png	24,24	0,0
53.406642	-2.980048	The Fall Well	Not Visited	no_visit.png	24,24	0,0
53.515307	-2.936744	The Frank Hornby	Not Visited	no_visit.png	24,24	0,0
53.451334	-2.735861	The Glass House	Not Visited	no_visit.png	24,24	0,0
53.361337	-2.997835	The John Masefield	Not Visited	no_visit.png	24,24	0,0
53.556263	-3.059737	The Lifeboat	Not Visited	no_visit.png	24,24	0,0
53.402970	-2.980277	The Lime Kiln	Not Visited	no_visit.png	24,24	0,0
53.439922	-3.044100	The Master Mariner	Not Visited	no_visit.png	24,24	0,0
53.400773	-3.113316	The Mockbeggar Hall	Not Visited	no_visit.png	24,24	0,0
53.415130	-2.905678	The Navigator	Not Visited	no_visit.png	24,24	0,0
53.452255	-2.643989	The Nine Arches	Not Visited	no_visit.png	24,24	0,0
53.407259	-2.977003	The North Western	Not Visited	no_visit.png	24,24	0,0
53.474184	-3.027309	The Queen’s Picture House	Not Visited	no_visit.png	24,24	0,0
53.463796	-2.958666	The Raven	Not Visited	no_visit.png	24,24	0,0
53.406077	-2.979932	The Richard John Blackler	Not Visited	no_visit.png	24,24	0,0
53.451804	-2.739707	The Running Horses	Not Visited	no_visit.png	24,24	0,0
53.645861	-3.010488	The Sir Henry Segrave	Not Visited	no_visit.png	24,24	0,0
53.435863	-2.972670	The Thomas Frost	Not Visited	no_visit.png	24,24	0,0
53.429627	-2.802256	The Watch Maker	Not Visited	no_visit.png	24,24	0,0
53.405776	-2.985820	The Welkin	Not Visited	no_visit.png	24,24	0,0
53.452867	-2.990955	The Wild Rose	Not Visited	no_visit.png	24,24	0,0
53.649100	-3.004511	The Willow Grove	Not Visited	no_visit.png	24,24	0,0
51.471301	-0.487826	The Crown Rivers	Not Visited	no_visit.png	24,24	0,0
51.4689223	-0.4513389	The Flying Chariot	Not Visited	no_visit.png	24,24	0,0
51.658782	-0.087759	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
51.471301	-0.487826	Wetherspoon Express	Not Visited	no_visit.png	24,24	0,0
52.755780	0.3936920	Globe Hotel	Not Visited	no_visit.png	24,24	0,0
52.627349	1.2954770	The Bell Hotel	Not Visited	no_visit.png	24,24	0,0
52.632297	1.2978220	The Glass House	Not Visited	no_visit.png	24,24	0,0
52.828667	0.8485250	The Limes	Not Visited	no_visit.png	24,24	0,0
52.625048	1.3036050	The Queen of Iceni	Not Visited	no_visit.png	24,24	0,0
52.413429	0.7504890	The Red Lion	Not Visited	no_visit.png	24,24	0,0
52.680983	0.9393540	The Romany Rye	Not Visited	no_visit.png	24,24	0,0
52.607216	1.7294460	The Troll Cart	Not Visited	no_visit.png	24,24	0,0
52.6028694	0.3760511	The Whalebone	Not Visited	no_visit.png	24,24	0,0
52.654318	1.2685630	The Whiffler	Not Visited	no_visit.png	24,24	0,0
52.5803956	1.7283005	The William Adams	Not Visited	no_visit.png	24,24	0,0
53.590434	-0.654238	The Blue Bell Inn	Not Visited	no_visit.png	24,24	0,0
53.552400	-0.488763	The White Horse	Not Visited	no_visit.png	24,24	0,0
54.486015	-0.613778	The Angel Hotel	Not Visited	no_visit.png	24,24	0,0
54.009126	-1.468513	The Crown Inn	Not Visited	no_visit.png	24,24	0,0
53.960359	-2.015596	The Devonshire	Not Visited	no_visit.png	24,24	0,0
53.783565	-1.072167	The Giant Bellflower	Not Visited	no_visit.png	24,24	0,0
54.5344678	-1.0565422	The Ironstone Miner	Not Visited	no_visit.png	24,24	0,0
54.280924	-0.404235	The Lord Rosebery	Not Visited	no_visit.png	24,24	0,0
54.617258	-1.060479	The Plimsoll Line	Not Visited	no_visit.png	24,24	0,0
53.954488	-1.077186	The Postern Gate	Not Visited	no_visit.png	24,24	0,0
53.955620	-1.091004	The Punch Bowl	Not Visited	no_visit.png	24,24	0,0
54.404675	-1.736716	The Ralph Fitz Randal	Not Visited	no_visit.png	24,24	0,0
54.575963	-1.238042	The Resolution	Not Visited	no_visit.png	24,24	0,0
54.569864	-1.238653	The Swatters Carr	Not Visited	no_visit.png	24,24	0,0
54.232583	-1.341393	The Three Tuns	Not Visited	no_visit.png	24,24	0,0
54.136018	-1.523206	The Unicorn Hotel	Not Visited	no_visit.png	24,24	0,0
53.994265	-1.543775	The Winter Gardens	Not Visited	no_visit.png	24,24	0,0
52.237947	-0.892703	The Cordwainer	Not Visited	no_visit.png	24,24	0,0
52.399386	-0.725818	The Earl of Dalkeith	Not Visited	no_visit.png	24,24	0,0
52.293072	-0.599042	The Railway Inn	Not Visited	no_visit.png	24,24	0,0
52.301673	-0.695287	The Red Well	Not Visited	no_visit.png	24,24	0,0
52.507544	-0.706020	The Samuel Lloyd	Not Visited	no_visit.png	24,24	0,0
52.257668	-1.164515	The Saracens Head Inn	Not Visited	no_visit.png	24,24	0,0
52.487058	-0.699317	The Saxon Crown	Not Visited	no_visit.png	24,24	0,0
55.0865379	-1.5852313	John The Clerk of Cramlington	Not Visited	no_visit.png	24,24	0,0
55.166767	-1.690830	The Electrical Wizard	Not Visited	no_visit.png	24,24	0,0
54.971866	-2.101042	The Forum	Not Visited	no_visit.png	24,24	0,0
55.131345	-1.600477	The Red Lion	Not Visited	no_visit.png	24,24	0,0
55.183414	-1.567594	The Rohan Kanhai	Not Visited	no_visit.png	24,24	0,0
55.126572	-1.508041	The Wallaw	Not Visited	no_visit.png	24,24	0,0
52.953599	-1.145190	Lloyds No.1 Bar	Not Visited	no_visit.png	24,24	0,0
52.927625	-1.278252	The Admiral Sir John Borlase Warren	Not Visited	no_visit.png	24,24	0,0
52.948061	-1.150575	The Company Inn	Not Visited	no_visit.png	24,24	0,0
52.966067	-1.109232	The Free Man	Not Visited	no_visit.png	24,24	0,0
52.959685	-1.155780	The Gooseberry Bush	Not Visited	no_visit.png	24,24	0,0
52.953040	-1.149721	The Joseph Else	Not Visited	no_visit.png	24,24	0,0
53.017956	-1.304965	The Lady Chatterley	Not Visited	no_visit.png	24,24	0,0
52.953001	-1.152287	The Roebuck Inn	Not Visited	no_visit.png	24,24	0,0
52.981368	-1.146399	The Samuel Hall	Not Visited	no_visit.png	24,24	0,0
52.937184	-1.134167	The Trent Bridge Inn	Not Visited	no_visit.png	24,24	0,0
53.002567	-1.196372	The William Peverel	Not Visited	no_visit.png	24,24	0,0
52.983651	-1.123279	The Woodthorpe Top	Not Visited	no_visit.png	24,24	0,0
52.952653	-0.951655	The Butter Cross	Not Visited	no_visit.png	24,24	0,0
53.322392	-0.939932	The Dominie Cross	Not Visited	no_visit.png	24,24	0,0
53.001748	-1.130417	The Ernehale	Not Visited	no_visit.png	24,24	0,0
52.926352	-1.216820	The Last Post	Not Visited	no_visit.png	24,24	0,0
53.304274	-1.123609	The Liquorice Gardens	Not Visited	no_visit.png	24,24	0,0
53.126174	-1.261325	The Picture House	Not Visited	no_visit.png	24,24	0,0
53.038053	-1.202491	The Pilgrim Oak	Not Visited	no_visit.png	24,24	0,0
53.099422	-1.243889	The Regent	Not Visited	no_visit.png	24,24	0,0
53.076629	-0.809152	The Sir John Arderne	Not Visited	no_visit.png	24,24	0,0
53.145772	-1.195501	The Stag & Pheasant	Not Visited	no_visit.png	24,24	0,0
53.145842	-1.194904	The Widow Frost	Not Visited	no_visit.png	24,24	0,0
51.537712	-0.904076	The Catherine Wheel	Not Visited	no_visit.png	24,24	0,0
51.783603	-1.484908	The Company of Weavers	Not Visited	no_visit.png	24,24	0,0
52.060556	-1.338770	The Exchange	Not Visited	no_visit.png	24,24	0,0
51.753444	-1.262114	The Four Candles	Not Visited	no_visit.png	24,24	0,0
51.670176	-1.283443	The Narrows	Not Visited	no_visit.png	24,24	0,0
51.898817	-1.151713	The Penny Black	Not Visited	no_visit.png	24,24	0,0
51.751100	-1.261570	The Swan & Castle	Not Visited	no_visit.png	24,24	0,0
51.732347	-1.217602	The William Morris	Not Visited	no_visit.png	24,24	0,0
52.670094	-0.731175	The Captain Noel Newton	Not Visited	no_visit.png	24,24	0,0
52.536721	-2.420223	Jewel of the Severn	Not Visited	no_visit.png	24,24	0,0
52.709256	-2.758646	Montgomery’s Tower	Not Visited	no_visit.png	24,24	0,0
52.906125	-2.485833	The Hippodrome	Not Visited	no_visit.png	24,24	0,0
52.709482	-2.757119	The Shrewsbury Hotel	Not Visited	no_visit.png	24,24	0,0
52.859546	-3.056445	The Wilfred Owen	Not Visited	no_visit.png	24,24	0,0
52.700595	-2.517038	The William Withering	Not Visited	no_visit.png	24,24	0,0
51.350518	-2.982553	Cabot Court Hotel	Not Visited	no_visit.png	24,24	0,0
50.978756	-3.227553	The Iron Duke	Not Visited	no_visit.png	24,24	0,0
51.127462	-3.004078	The Carnival Inn	Not Visited	no_visit.png	24,24	0,0
50.873112	-2.962610	The Cerdic	Not Visited	no_visit.png	24,24	0,0
51.018339	-3.104680	The Coal Orchard	Not Visited	no_visit.png	24,24	0,0
51.347909	-2.977903	The Dragon Inn	Not Visited	no_visit.png	24,24	0,0
51.205300	-3.479339	The Duke of Wellington	Not Visited	no_visit.png	24,24	0,0
51.432151	-2.758405	The Glassmaker	Not Visited	no_visit.png	24,24	0,0
51.380979	-2.364582	The King of Wessex	Not Visited	no_visit.png	24,24	0,0
51.125835	-2.741460	The Lantokay	Not Visited	no_visit.png	24,24	0,0
51.2860806	-2.4815218	The Palladium Electric	Not Visited	no_visit.png	24,24	0,0
51.014715	-3.099492	The Perkin Warbeck	Not Visited	no_visit.png	24,24	0,0
51.485909	-2.765912	The Posset Cup	Not Visited	no_visit.png	24,24	0,0
51.207049	-2.649105	The Quarter Jack	Not Visited	no_visit.png	24,24	0,0
51.234290	-2.998761	The Reeds Arms	Not Visited	no_visit.png	24,24	0,0
50.941616	-2.626269	The William Dampier	Not Visited	no_visit.png	24,24	0,0
51.539258	-2.413260	Thorn’s Farm	Not Visited	no_visit.png	24,24	0,0
53.380267	-1.472973	Sheffield Water Works Company	Not Visited	no_visit.png	24,24	0,0
53.383182	-1.466473	The Bankers Draft	Not Visited	no_visit.png	24,24	0,0
53.379970	-1.472380	The Benjamin Huntsman	Not Visited	no_visit.png	24,24	0,0
53.428856	-1.354911	The Bluecoat	Not Visited	no_visit.png	24,24	0,0
53.502186	-1.345412	The Church House	Not Visited	no_visit.png	24,24	0,0
53.376826	-1.492159	The Francis Newton	Not Visited	no_visit.png	24,24	0,0
53.522466	-1.134002	The Gate House	Not Visited	no_visit.png	24,24	0,0
53.522573	-1.398634	The Horseshoe	Not Visited	no_visit.png	24,24	0,0
53.552901	-1.481735	The Joseph Bramah	Not Visited	no_visit.png	24,24	0,0
53.492769	-1.287533	The Old Market Hall	Not Visited	no_visit.png	24,24	0,0
53.423301	-1.196687	The Queens Hotel	Not Visited	no_visit.png	24,24	0,0
53.402014	-1.500166	The Rawson Spring	Not Visited	no_visit.png	24,24	0,0
53.523957	-1.132554	The Red Lion	Not Visited	no_visit.png	24,24	0,0
53.431900	-1.356828	The Rhinoceros	Not Visited	no_visit.png	24,24	0,0
53.480428	-1.010799	The Running Horse	Not Visited	no_visit.png	24,24	0,0
53.372833	-1.481984	The Sheaf Island	Not Visited	no_visit.png	24,24	0,0
53.551168	-1.480524	The Silkstone Inn	Not Visited	no_visit.png	24,24	0,0
53.413040	-1.412461	The Steel Foundry	Not Visited	no_visit.png	24,24	0,0
53.461684	-1.465563	The Wagon & Horses	Not Visited	no_visit.png	24,24	0,0
53.344149	-1.478358	The Woodseats Palace	Not Visited	no_visit.png	24,24	0,0
51.540773	0.7823130	Parsons’ Barn	Not Visited	no_visit.png	24,24	0,0
51.536483	0.7130050	The Last Post	Not Visited	no_visit.png	24,24	0,0
52.709197	-2.000375	The Hedgeford Lodge	Not Visited	no_visit.png	24,24	0,0
52.683733	-1.825945	The Acorn Inn	Not Visited	no_visit.png	24,24	0,0
53.012193	-2.225344	The Arnold Machin	Not Visited	no_visit.png	24,24	0,0
52.633140	-1.691544	The Bole Bridge	Not Visited	no_visit.png	24,24	0,0
53.115715	-2.176331	The Bradley Green	Not Visited	no_visit.png	24,24	0,0
52.808706	-2.118298	The Butler’s Bell	Not Visited	no_visit.png	24,24	0,0
53.106534	-2.026960	The Green Dragon	Not Visited	no_visit.png	24,24	0,0
52.689474	-2.032219	The Linford Arms	Not Visited	no_visit.png	24,24	0,0
52.802992	-1.629501	The Lord Burton	Not Visited	no_visit.png	24,24	0,0
52.897960	-1.863266	The Old Swan	Not Visited	no_visit.png	24,24	0,0
52.804441	-2.115915	The Picture House	Not Visited	no_visit.png	24,24	0,0
52.757438	-1.934890	The Plaza	Not Visited	no_visit.png	24,24	0,0
52.903487	-2.148554	The Poste of Stone	Not Visited	no_visit.png	24,24	0,0
53.025320	-2.174163	The Reginald Mitchell	Not Visited	no_visit.png	24,24	0,0
52.986782	-1.989753	The Wheatsheaf	Not Visited	no_visit.png	24,24	0,0
53.004065	-2.185283	The Wheatsheaf	Not Visited	no_visit.png	24,24	0,0
54.607379	-1.294102	The Half Moon Inn	Not Visited	no_visit.png	24,24	0,0
54.587781	-1.310721	The Highland Laddie	Not Visited	no_visit.png	24,24	0,0
52.040777	0.7301540	Grover & Allen	Not Visited	no_visit.png	24,24	0,0
52.244723	0.7122760	The Corn Exchange	Not Visited	no_visit.png	24,24	0,0
52.059520	1.1546410	The Cricketers	Not Visited	no_visit.png	24,24	0,0
52.082715	0.4375270	The Drabbet Smock	Not Visited	no_visit.png	24,24	0,0
52.244779	0.4073900	The Golden Lion	Not Visited	no_visit.png	24,24	0,0
52.474293	1.7509850	The Joseph Conrad	Not Visited	no_visit.png	24,24	0,0
52.457558	1.5631520	The Kings Head Hotel	Not Visited	no_visit.png	24,24	0,0
52.185492	0.9990270	The Willow Tree	Not Visited	no_visit.png	24,24	0,0
51.332762	-0.270009	The Assembly Rooms	Not Visited	no_visit.png	24,24	0,0
51.337192	-0.743687	The Claude du Vall	Not Visited	no_visit.png	24,24	0,0
51.295354	-0.327456	The Edmund Tylney	Not Visited	no_visit.png	24,24	0,0
51.433656	-0.513366	The George	Not Visited	no_visit.png	24,24	0,0
51.320567	-0.555470	The Herbert Wells	Not Visited	no_visit.png	24,24	0,0
51.170349	-0.161764	The Jack Fairman	Not Visited	no_visit.png	24,24	0,0
51.185709	-0.612217	The Jack Phillips	Not Visited	no_visit.png	24,24	0,0
51.257473	-0.004753	The Oxted Inn	Not Visited	no_visit.png	24,24	0,0
51.236732	-0.577610	The Rodboro Buildings	Not Visited	no_visit.png	24,24	0,0
51.241219	-0.167925	The Sun	Not Visited	no_visit.png	24,24	0,0
52.675617	-2.445659	The Thomas Botfield	Not Visited	no_visit.png	24,24	0,0
54.903408	-1.387901	The Cooper Rose	Not Visited	no_visit.png	24,24	0,0
55.042515	-1.445076	The Fire Station	Not Visited	no_visit.png	24,24	0,0
54.977800	-1.611770	The Five Swans	Not Visited	no_visit.png	24,24	0,0
54.945865	-1.673357	The Harry Clasper	Not Visited	no_visit.png	24,24	0,0
54.976740	-1.584256	The High Main	Not Visited	no_visit.png	24,24	0,0
55.004768	-1.619370	The Job Bulman	Not Visited	no_visit.png	24,24	0,0
54.972519	-1.617607	The Keel Row	Not Visited	no_visit.png	24,24	0,0
54.970068	-1.616518	The Mile Castle	Not Visited	no_visit.png	24,24	0,0
54.967660	-1.610529	The Quayside	Not Visited	no_visit.png	24,24	0,0
54.990500	-1.536996	The Ritz	Not Visited	no_visit.png	24,24	0,0
54.912658	-1.522992	The Sir William de Wessyngton	Not Visited	no_visit.png	24,24	0,0
54.961737	-1.602189	The Tilley Stone	Not Visited	no_visit.png	24,24	0,0
54.843412	-1.469199	The Wild Boar	Not Visited	no_visit.png	24,24	0,0
54.904626	-1.381052	The William Jameson	Not Visited	no_visit.png	24,24	0,0
54.999935	-1.433382	The Wouldhave	Not Visited	no_visit.png	24,24	0,0
54.957641	-1.668555	Wetherspoons	Not Visited	no_visit.png	24,24	0,0
52.373030	-1.259349	Rupert Brooke	Not Visited	no_visit.png	24,24	0,0
52.479607	-1.471069	The Bear and Ragged Staff	Not Visited	no_visit.png	24,24	0,0
52.289716	-1.535581	The Benjamin Satchwell	Not Visited	no_visit.png	24,24	0,0
52.523007	-1.469525	The Felix Holt	Not Visited	no_visit.png	24,24	0,0
52.191596	-1.705680	The Golden Bee	Not Visited	no_visit.png	24,24	0,0
52.282280	-1.590252	The Thomas Lloyd	Not Visited	no_visit.png	24,24	0,0
52.479426	-2.111407	Abraham Darby	Not Visited	no_visit.png	24,24	0,0
52.585188	-1.979812	St. Matthew’s Hall	Not Visited	no_visit.png	24,24	0,0
52.516921	-1.902602	The Arthur Robertson	Not Visited	no_visit.png	24,24	0,0
52.454597	-1.717906	The Atrium	Not Visited	no_visit.png	24,24	0,0
52.603429	-1.919698	The Avion	Not Visited	no_visit.png	24,24	0,0
52.553248	-2.018997	The Bellwether	Not Visited	no_visit.png	24,24	0,0
52.518473	-1.995236	The Billiard Hall	Not Visited	no_visit.png	24,24	0,0
52.548528	-1.841088	The Bishop Vesey	Not Visited	no_visit.png	24,24	0,0
52.411922	-1.973423	The Black Horse	Not Visited	no_visit.png	24,24	0,0
52.614780	-2.004171	The Bloxwich Showman	Not Visited	no_visit.png	24,24	0,0
52.560252	-1.825511	The Bottle of Sack	Not Visited	no_visit.png	24,24	0,0
52.479918	-1.900193	The Briar Rose	Not Visited	no_visit.png	24,24	0,0
52.473732	-2.041796	The Britannia	Not Visited	no_visit.png	24,24	0,0
52.524249	-1.839970	The Charlie Hall	Not Visited	no_visit.png	24,24	0,0
52.454977	-2.143758	The Chequers Inn	Not Visited	no_visit.png	24,24	0,0
52.399650	-1.530717	The City Arms	Not Visited	no_visit.png	24,24	0,0
52.541402	-2.122461	The Clifton	Not Visited	no_visit.png	24,24	0,0
52.504695	-2.015851	The Court of Requests	Not Visited	no_visit.png	24,24	0,0
52.474271	-1.896646	The Dragon Inn	Not Visited	no_visit.png	24,24	0,0
52.407130	-1.508567	The Earl of Mercia	Not Visited	no_visit.png	24,24	0,0
52.446314	-1.887532	The Elizabeth of York	Not Visited	no_visit.png	24,24	0,0
52.476565	-1.912312	The Figure of Eight	Not Visited	no_visit.png	24,24	0,0
52.409068	-1.509486	The Flying Standard	Not Visited	no_visit.png	24,24	0,0
52.509425	-2.084455	The Full Moon	Not Visited	no_visit.png	24,24	0,0
52.492716	-1.819487	The Hornet	Not Visited	no_visit.png	24,24	0,0
52.582960	-2.055027	The Malthouse	Not Visited	no_visit.png	24,24	0,0
52.586540	-1.828419	The Mare Pool	Not Visited	no_visit.png	24,24	0,0
52.472103	-2.082466	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
52.586747	-2.124171	The Moon Under Water	Not Visited	no_visit.png	24,24	0,0
52.431936	-1.892767	The Pear Tree	Not Visited	no_visit.png	24,24	0,0
52.412863	-1.827759	The Pump House	Not Visited	no_visit.png	24,24	0,0
52.600292	-2.081891	The Royal Tiger	Not Visited	no_visit.png	24,24	0,0
52.564048	-2.080305	The Sir Henry Newbolt	Not Visited	no_visit.png	24,24	0,0
